Sum of active_region,Year,Quarter,Month,Day,class_type,Year,Quarter,Month,Day,Sum of day,Year,Quarter,Month,Day,event_id,event_type,Sum of hour,instruments,Sum of month,note,Year,Quarter,Month,Day,source_location,Sum of year
13654,2024,Qtr 2,April,23,M3.6,2024,Qtr 2,April,23,23,2024,Qtr 2,April,23,2024-04-23T03:06:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,4,Simultaneous And Overlapping Flaring From Three Active Regions. Impulsive Flare From Ar 3654 (S06E45) With Distinct Brightening Starting At 2024-04-23T03:12Z In Sdo Aia 131. Significant Brightening From Ar 3647 (S12W45) Is Seen Starting At 2024-04-23T03:18Z In Sdo Aia 131. Significant Brightening From Ar 3646 (N20W03) Is Seen Starting At 2024-04-23T03:20Z In Sdo Aia 131. Brightening At All Three Locations May Possibly Have Eruptions Associated. Eruption Of Filament Seen In Uv Imagery At About 2024-04-23T03:24Z Stretching From S05W10 To S30E05 Is Not Located Near Any Of The Three Active Regions That Contributed To This Flare.,2024,Qtr 2,April,23,S06E45,2024
13638,2024,Qtr 2,April,24,C9.4,2024,Qtr 2,April,24,24,2024,Qtr 2,April,24,2024-04-24T14:02:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,24,S18W70,2024
13645,2024,Qtr 2,April,24,M1.4,2024,Qtr 2,April,24,24,2024,Qtr 2,April,24,2024-04-24T12:07:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,24,S07W70,2024
13645,2024,Qtr 2,April,24,M1.6,2024,Qtr 2,April,24,24,2024,Qtr 2,April,24,2024-04-24T00:38:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,4,"This Flare Directly Follows An M1.7 Flare Peaking At 2024-04-24T00:29Z, With Corresponding Brightening From Ar 3645. There Are Numerous Ars In The Vicinity Of This Flare, But Brightening Is Seen In The Vicinity Of Ar 3645 In Sdo Aia 131.",2024,Qtr 2,April,24,S09W65,2024
13645,2024,Qtr 2,April,24,M1.7,2024,Qtr 2,April,24,24,2024,Qtr 2,April,24,2024-04-24T00:13:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,4,"This Flare Directly Precedes M1.6 Flare Peaking At 2024-04-24T00:42Z, With Corresponding Brightening From Ar 3645. There Are Numerous Ars In The Vicinity Of This Flare, But Brightening Is Seen In The Vicinity Of Ar 3645 In Sdo Aia 131.",2024,Qtr 2,April,24,S10W61,2024
13638,2024,Qtr 2,April,24,M1.8,2024,Qtr 2,April,24,24,2024,Qtr 2,April,24,2024-04-24T02:30:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,24,S17W64,2024
13645,2024,Qtr 2,April,25,M1.0,2024,Qtr 2,April,25,25,2024,Qtr 2,April,25,2024-04-25T01:40:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,25,S11E75,2024
13647,2024,Qtr 2,April,25,M1.0,2024,Qtr 2,April,25,25,2024,Qtr 2,April,25,2024-04-25T02:39:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,4,"This Flare Is Associated With Sudden Brightening From Active Region 13647 (S13W64). Simultaneous, Less Intense Flaring Occurs Near Active Region 13648 (N17W48) Starting At 2024-04-25T02:48Z Which May Have Also Contributed To This Flare. X-Ray Flux Was Previously Elevated By The M1.0 Flare From Active Region 13645 Peaking At 2024-04-25T01:49Z.",2024,Qtr 2,April,25,S13W64,2024
13645,2024,Qtr 2,April,25,M1.0,2024,Qtr 2,April,25,25,2024,Qtr 2,April,25,2024-04-25T03:05:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,4,"This Flare Is Primarily Associated With Sudden Brightening From ~S12W72, Which Is Located In Between Active Regions 13638 And 13645. Simultaneous, Less Intense Flaring Occurs Near Active Region 13648 (N17W48) Starting At 2024-04-25T03:09Z Which May Have Also Contributed To This Flare. X-Ray Flux Was Previously Elevated By The M1.0 Flare From Active Region 13645 Peaking At 2024-04-25T01:49Z.",2024,Qtr 2,April,25,S12W72,2024
13638,2024,Qtr 2,April,25,M1.0,2024,Qtr 2,April,25,25,2024,Qtr 2,April,25,2024-04-25T13:11:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,25,S19W90,2024
13643,2024,Qtr 2,April,25,M1.1,2024,Qtr 2,April,24,24,2024,Qtr 2,April,25,2024-04-24T22:27:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,4,This Flare From Ar 13643 (S12W60) Overlaps With An M2.0 Flare From Ar 13645 (S11W80). Some Additional Flux From Simultaneous Flaring Seen At Ar 13645 May Have Contributed To The Peak Flux Of This Flare.,2024,Qtr 2,April,25,S12W60,2024
13638,2024,Qtr 2,April,25,M1.3,2024,Qtr 2,April,25,25,2024,Qtr 2,April,25,2024-04-25T17:03:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,25,S19W88,2024
13645,2024,Qtr 2,April,25,M2.0,2024,Qtr 2,April,24,24,2024,Qtr 2,April,25,2024-04-24T22:54:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,4,"Associated With A Bright Loop Seen At Ar 13645 With An Impulsive Signature (""Lens Flare"" Or ""X Marks The Spot"" In Sdo Aia 131) Seen At Ar 13645 At The Peak Time 2024-04-24T22:59Z. Some Additional Flux From Simultaneous Flaring Seen At Ar 13643 May Have Contributed To The Peak Flux Of This Flare.",2024,Qtr 2,April,25,S11W80,2024
13654,2024,Qtr 2,April,27,M2.1,2024,Qtr 2,April,27,27,2024,Qtr 2,April,27,2024-04-27T12:23:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,27,S08W15,2024
13654,2024,Qtr 2,April,28,M3.0,2024,Qtr 2,April,27,27,2024,Qtr 2,April,28,2024-04-27T21:29:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,28,S07W20,2024
13654,2024,Qtr 2,April,29,M2.5,2024,Qtr 2,April,29,29,2024,Qtr 2,April,29,2024-04-29T00:33:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,29,S07W38,2024
13654,2024,Qtr 2,April,29,M3.7,2024,Qtr 2,April,29,29,2024,Qtr 2,April,29,2024-04-29T00:54:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,29,S07W37,2024
13654,2024,Qtr 2,April,30,M1.2,2024,Qtr 2,April,30,30,2024,Qtr 2,April,30,2024-04-30T14:50:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,30,S07W62,2024
13654,2024,Qtr 2,April,30,M1.3,2024,Qtr 2,April,30,30,2024,Qtr 2,April,30,2024-04-30T16:11:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,30,S07W60,2024
13654,2024,Qtr 2,April,30,M1.6,2024,Qtr 2,April,30,30,2024,Qtr 2,April,30,2024-04-30T00:46:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,April,30,S07W54,2024
13657,2024,Qtr 2,May,1,C5.3,2024,Qtr 2,May,1,1,2024,Qtr 2,May,1,2024-05-01T05:53:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,1,S15W76,2024
13654,2024,Qtr 2,May,1,M1.8,2024,Qtr 2,May,1,1,2024,Qtr 2,May,1,2024-05-01T14:17:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,5,"First Peak Of A Double-Peaked Flare From Ar 3654, As Observed In Sdo Aia 131.",2024,Qtr 2,May,1,S07W71,2024
13654,2024,Qtr 2,May,1,M1.9,2024,Qtr 2,May,1,1,2024,Qtr 2,May,1,2024-05-01T14:37:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,5,"Second Peak Of A Double-Peaked Flare From Ar 3654, As Observed In Sdo Aia 131.",2024,Qtr 2,May,1,S04W82,2024
13654,2024,Qtr 2,May,1,M9.5,2024,Qtr 2,April,30,30,2024,Qtr 2,May,1,2024-04-30T23:23:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,4,No Note,2024,Qtr 2,May,1,S06W63,2024
13663,2024,Qtr 2,May,2,M1.0,2024,Qtr 2,May,2,2,2024,Qtr 2,May,2,2024-05-02T02:07:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,2,N25E21,2024
13663,2024,Qtr 2,May,2,M1.8,2024,Qtr 2,May,1,1,2024,Qtr 2,May,2,2024-05-01T22:26:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,2,N25E22,2024
13664,2024,Qtr 2,May,3,M2.7,2024,Qtr 2,May,2,2,2024,Qtr 2,May,3,2024-05-02T20:52:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,3,S21E58,2024
13664,2024,Qtr 2,May,3,M2.7,2024,Qtr 2,May,3,3,2024,Qtr 2,May,3,2024-05-03T00:08:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,3,S21E57,2024
13663,2024,Qtr 2,May,3,M4.4,2024,Qtr 2,May,3,3,2024,Qtr 2,May,3,2024-05-03T08:05:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,3,N26E05,2024
13663,2024,Qtr 2,May,3,X1.6,2024,Qtr 2,May,3,3,2024,Qtr 2,May,3,2024-05-03T02:11:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,3,N26E05,2024
13663,2024,Qtr 2,May,4,M1.0,2024,Qtr 2,May,3,3,2024,Qtr 2,May,4,2024-05-03T23:11:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,4,N25W04,2024
13654,2024,Qtr 2,May,4,M1.2,2024,Qtr 2,May,3,3,2024,Qtr 2,May,4,2024-05-03T22:25:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,5,"Flare Is Determined To Occur From Ar 3654, Presently Around The West Limb. Longitude Of W100 Is Pulled From The Magnetic Connectivity Solarscape Viewer, With Ar 3654'S Estimated Location At This Time Around The Limb.",2024,Qtr 2,May,4,S08W100,2024
13663,2024,Qtr 2,May,4,M1.3,2024,Qtr 2,May,4,4,2024,Qtr 2,May,4,2024-05-04T18:10:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,4,N26W15,2024
13663,2024,Qtr 2,May,4,M1.5,2024,Qtr 2,May,4,4,2024,Qtr 2,May,4,2024-05-04T07:04:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,4,N27W08,2024
13663,2024,Qtr 2,May,4,M1.6,2024,Qtr 2,May,4,4,2024,Qtr 2,May,4,2024-05-04T00:26:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,4,N26W05,2024
13663,2024,Qtr 2,May,4,M2.4,2024,Qtr 2,May,3,3,2024,Qtr 2,May,4,2024-05-03T23:24:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,4,N26W06,2024
13663,2024,Qtr 2,May,4,M9.1,2024,Qtr 2,May,4,4,2024,Qtr 2,May,4,2024-05-04T06:02:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,4,N26W09,2024
13663,2024,Qtr 2,May,5,C8.8,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T03:01:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,5,N24W21,2024
13663,2024,Qtr 2,May,5,M1.3,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T08:07:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,5,N26W22,2024
13663,2024,Qtr 2,May,5,M1.3,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T14:33:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,5,With Contribution From Ar 3664,2024,Qtr 2,May,5,N26W24,2024
13664,2024,Qtr 2,May,5,M1.3,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T16:55:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,5,With A Large Contribution From Active Region 3663.,2024,Qtr 2,May,5,S18E24,2024
13663,2024,Qtr 2,May,5,M2.2,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T15:28:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,5,With Contribution From Active Region 3664,2024,Qtr 2,May,5,N26W25,2024
13664,2024,Qtr 2,May,5,M2.3,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T09:23:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,5,S21E22,2024
13663,2024,Qtr 2,May,5,M3.2,2024,Qtr 2,May,4,4,2024,Qtr 2,May,5,2024-05-04T22:23:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,5,N26W15,2024
13663,2024,Qtr 2,May,5,M7.4,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T09:53:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,5,With Contribution From Ar 3664,2024,Qtr 2,May,5,N26W22,2024
13663,2024,Qtr 2,May,5,M8.4,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T01:15:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,5,N26W20,2024
13663,2024,Qtr 2,May,5,M9.0,2024,Qtr 2,May,4,4,2024,Qtr 2,May,5,2024-05-04T23:28:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,5,N26W17,2024
13663,2024,Qtr 2,May,5,X1.2,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T11:41:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,5,N26W23,2024
13663,2024,Qtr 2,May,5,X1.3,2024,Qtr 2,May,5,5,2024,Qtr 2,May,5,2024-05-05T05:47:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,5,N26W20,2024
13664,2024,Qtr 2,May,6,M1.0,2024,Qtr 2,May,5,5,2024,Qtr 2,May,6,2024-05-05T18:34:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,5,With Contribution From Active Region 3663,2024,Qtr 2,May,6,S19E18,2024
13663,2024,Qtr 2,May,6,M1.3,2024,Qtr 2,May,5,5,2024,Qtr 2,May,6,2024-05-05T19:44:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,6,N26W28,2024
13663,2024,Qtr 2,May,6,M1.3,2024,Qtr 2,May,6,6,2024,Qtr 2,May,6,2024-05-06T05:09:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,6,N26W37,2024
13663,2024,Qtr 2,May,6,M1.5,2024,Qtr 2,May,6,6,2024,Qtr 2,May,6,2024-05-06T09:49:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,6,N26W38,2024
13663,2024,Qtr 2,May,6,M1.6,2024,Qtr 2,May,6,6,2024,Qtr 2,May,6,2024-05-06T00:47:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,6,N26W30,2024
13663,2024,Qtr 2,May,6,X4.5,2024,Qtr 2,May,6,6,2024,Qtr 2,May,6,2024-05-06T05:38:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,6,N26W35,2024
13663,2024,Qtr 2,May,7,M1.0,2024,Qtr 2,May,7,7,2024,Qtr 2,May,7,2024-05-07T13:16:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,5,First Peak Of A Double Peaked Flare From Ar 3663. Immediately Followed By An M1.0-Class Flare Which Peaked At 2024-05-07T13:35Z.,2024,Qtr 2,May,7,N25W55,2024
13663,2024,Qtr 2,May,7,M1.0,2024,Qtr 2,May,7,7,2024,Qtr 2,May,7,2024-05-07T13:32:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,5,Second Peak Of A Double Peaked Flare From Ar 3663. Immediately Preceded By An M1.0-Class Flare Which Peaked At 2024-05-07T13:25Z.,2024,Qtr 2,May,7,N25W55,2024
13663,2024,Qtr 2,May,7,M1.2,2024,Qtr 2,May,6,6,2024,Qtr 2,May,7,2024-05-06T21:37:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,5,First Peak Of A Double Peaked Flare From Ar 3663. Immediately Followed By An M4.3-Class Flare Which Peaked At 2024-05-06T22:27Z,2024,Qtr 2,May,7,N27W41,2024
13663,2024,Qtr 2,May,7,M1.3,2024,Qtr 2,May,7,7,2024,Qtr 2,May,7,2024-05-07T08:18:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,5,"Simultaneous Flaring With Ar 3668, But Separate Distinct Peaks (This Flare Is The First Peak) Seen In Sdo Aia 131.",2024,Qtr 2,May,7,N25W52,2024
13668,2024,Qtr 2,May,7,M1.4,2024,Qtr 2,May,7,7,2024,Qtr 2,May,7,2024-05-07T08:28:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,5,"Simultaneous Flaring With Ar 3663, But Separate Distinct Peaks (This Flare Is The Second Peak) Seen In Sdo Aia 131. End Time Is Manually Calculated From Start And Peak Flux Values.",2024,Qtr 2,May,7,S18E05,2024
13663,2024,Qtr 2,May,7,M1.5,2024,Qtr 2,May,7,7,2024,Qtr 2,May,7,2024-05-07T12:43:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,7,N25W54,2024
13664,2024,Qtr 2,May,7,M2.4,2024,Qtr 2,May,7,7,2024,Qtr 2,May,7,2024-05-07T11:40:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,7,S22W02,2024
13663,2024,Qtr 2,May,7,M2.6,2024,Qtr 2,May,7,7,2024,Qtr 2,May,7,2024-05-07T00:41:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,5,"Simultaneous Flaring With Ar 3668 (Flare Centered At S18E11) At This Same Time, Association Given To Ar 3663 With The Brighter Signature Of The Two Regions In Sdo Aia 131.",2024,Qtr 2,May,7,N25W45,2024
13663,2024,Qtr 2,May,7,M4.3,2024,Qtr 2,May,6,6,2024,Qtr 2,May,7,2024-05-06T21:58:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,5,Second Peak Of A Double Peaked Flare From Ar 3663. Preceded By An M1.2-Class Flare Which Peaked At 2024-05-06T21:48Z.,2024,Qtr 2,May,7,N27W42,2024
13663,2024,Qtr 2,May,7,M5.1,2024,Qtr 2,May,7,7,2024,Qtr 2,May,7,2024-05-07T05:58:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,7,N27W47,2024
13663,2024,Qtr 2,May,7,M8.2,2024,Qtr 2,May,7,7,2024,Qtr 2,May,7,2024-05-07T16:21:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,7,N25W56,2024
13664,2024,Qtr 2,May,8,M1.2,2024,Qtr 2,May,7,7,2024,Qtr 2,May,8,2024-05-07T20:45:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,5,"X-Ray Flux Was Previously Elevated To M-Class Background Levels By The Preceding M2.1 Flare Peaking At 2024-05-07T20:22Z From Active Region 13664. This M1.2 Flare Corresponds To Flaring Visible From Active Region 13664 As Seen In Sdo Aia 131 Imagery. Multiple Small Peaks Were Observed By Goes X-Ray Flux, But All Of These 'Bumps' Correspond To The M1.2 Flare Stated In This Entry. Due To Simultaneous Flaring From Active Region 13663, This Event Partially Overlaps With The M3.3 Flare Peaking At 2024-05-07T21:26Z. The End Time Was Therefore Based On The Start Time Of The Subsequent M3.3 Flare.",2024,Qtr 2,May,8,S20W08,2024
13664,2024,Qtr 2,May,8,M1.6,2024,Qtr 2,May,7,7,2024,Qtr 2,May,8,2024-05-07T22:55:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,5,X-Ray Flux Was Previously Elevated To M-Class Background Levels Due To The Preceding M3.3 Flare Peaking At 2024-05-07T21:59Z From Active Region 13663. This Flare Entry Corresponds To Flaring Activity Observed From Active Region 13664 As Seen In Sdo Aia 131 Imagery. There Are Previous 'Bumps' Observed In Goes X-Ray Flux Occurring Prior To This Event That Do Not Correspond To Flaring Activity Beyond The Elevated Background Levels.,2024,Qtr 2,May,8,S11W09,2024
13664,2024,Qtr 2,May,8,M1.8,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T03:19:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,8,S20W10,2024
13664,2024,Qtr 2,May,8,M1.8,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T09:31:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,5,Simultaneous Brightening Seen In Uv Imagery From Active Region 13663 (N25W65) May Have Contributed To The Peak Flux Of This Flare.,2024,Qtr 2,May,8,S21W14,2024
13664,2024,Qtr 2,May,8,M1.9,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T03:38:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,8,S20W10,2024
13664,2024,Qtr 2,May,8,M2.1,2024,Qtr 2,May,7,7,2024,Qtr 2,May,8,2024-05-07T19:58:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,5,"There Is Simultaneous Flaring From Active Region 13668 At The Time Of This Event. However, A Majority Of The Flaring Activity Occurs From Active Region 13664, And Was Associated With This Flare For That Reason.",2024,Qtr 2,May,8,S21W12,2024
13663,2024,Qtr 2,May,8,M2.1,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T09:43:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,5,Simultaneous Brightening Seen In Uv Imagery From Active Region 13664 (S22W15) May Have Contributed To The Peak Flux Of This Flare.,2024,Qtr 2,May,8,N25W62,2024
13663,2024,Qtr 2,May,8,M2.9,2024,Qtr 2,May,8,8,2024,Qtr 2,May,9,2024-05-08T18:14:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,9,N25W67,2024
13663,2024,Qtr 2,May,8,M3.3,2024,Qtr 2,May,7,7,2024,Qtr 2,May,8,2024-05-07T21:13:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,8,N26W57,2024
13663,2024,Qtr 2,May,8,M3.3,2024,Qtr 2,May,7,7,2024,Qtr 2,May,8,2024-05-07T21:42:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,5,"This Flare Partially Overlaps With The Preceding M3.3 Flare Peaking At 2024-05-07T21:26Z. Simultaneous, Less Intense Flaring Is Also Observed From Active Region 13664 At The Time Of This Event.",2024,Qtr 2,May,8,N26W57,2024
13664,2024,Qtr 2,May,8,M3.4,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T02:16:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,8,S20W10,2024
13664,2024,Qtr 2,May,8,M3.5,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T04:20:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,8,S21W10,2024
13663,2024,Qtr 2,May,8,M4.1,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T11:09:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,5,Overlaps With Subsequent Flaring From Active Region 13664.,2024,Qtr 2,May,8,N26W65,2024
13663,2024,Qtr 2,May,8,M4.5,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T07:29:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,8,N25W61,2024
13664,2024,Qtr 2,May,8,M7.1,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T06:44:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,8,S21W18,2024
13664,2024,Qtr 2,May,8,M7.9,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T17:32:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,8,S17W13,2024
13664,2024,Qtr 2,May,8,M8.6,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T11:26:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,5,"Overlapping Flaring From Active Region 13663 May Have Contributed To The Flux Of The Flare, Particularly Before The Peak Of This M8.5 Flare.",2024,Qtr 2,May,8,S20W11,2024
13663,2024,Qtr 2,May,8,X1.0,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T01:33:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,5,No Note,2024,Qtr 2,May,8,N25W60,2024
13664,2024,Qtr 2,May,8,X1.0,2024,Qtr 2,May,8,8,2024,Qtr 2,May,8,2024-05-08T04:37:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,5,"An M3.5 Flare Also From Active Region 13664 Immediately Precedes This X1.0 Flare. Both Flares May Be Considered To Be Associated With The Eruptive Activity Observed In Uv Imagery And The Coronal Mass Ejection Observed In Soho Lasco, However, Analysis Is Ongoing.",2024,Qtr 2,May,8,S22W10,2024
13664,2024,Qtr 2,May,9,M1.0,2024,Qtr 2,May,9,9,2024,Qtr 2,May,9,2024-05-09T14:01:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,5,X-Ray Flux Was Previously Elevated Following The M3.7 Flare From Active Region 13664 Peaking At 2024-05-09T13:23Z. Minor Brightening From Active Region 13664 Corresponds To This M1.0 Flare. The End Time Was Estimated Based On Visual Inspection Of Goes X-Ray Flux Compared To Imagery From Sdo Aia 131 At The Time Of This Event.,2024,Qtr 2,May,9,S20W34,2024
