Sum of active_region,Year,Quarter,Month,Day,class_type,Year,Quarter,Month,Day,Sum of day,Year,Quarter,Month,Day,event_id,event_type,Sum of hour,instruments,Sum of month,note,Year,Quarter,Month,Day,source_location,Sum of year
13883,2024,Qtr 4,November,6,M1.5,2024,Qtr 4,November,6,6,2024,Qtr 4,November,6,2024-11-06T11:56:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,11,"Simultaneous Flaring From An Unnumbered Region On The East Limb, Around Latitude S10.",2024,Qtr 4,November,6,S06E15,2024
13889,2024,Qtr 4,November,6,M1.6,2024,Qtr 4,November,6,6,2024,Qtr 4,November,6,2024-11-06T15:50:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,6,S10E90,2024
13883,2024,Qtr 4,November,6,M2.9,2024,Qtr 4,November,6,6,2024,Qtr 4,November,6,2024-11-06T07:36:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,6,S06E15,2024
13889,2024,Qtr 4,November,6,M5.3,2024,Qtr 4,November,6,6,2024,Qtr 4,November,6,2024-11-06T14:27:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,11,"This Flare Was Observed From A Region That Was Unnumbered At The Time, But Has Since Been Numbered As Active Region 13889. The Observed X-Ray Flux Associated With This Flare Fluctuated Above M5.0 Levels Twice, But The Associated Euv Imagery, Seen In Sdo Aia 131, Confirms That This Is One Event.",2024,Qtr 4,November,6,S10E90,2024
13887,2024,Qtr 4,November,6,M5.8,2024,Qtr 4,November,6,6,2024,Qtr 4,November,6,2024-11-06T08:48:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,6,N16W60,2024
13883,2024,Qtr 4,November,6,X2.3,2024,Qtr 4,November,6,6,2024,Qtr 4,November,6,2024-11-06T13:36:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,6,S06E13,2024
13889,2024,Qtr 4,November,7,M1.1,2024,Qtr 4,November,6,6,2024,Qtr 4,November,7,2024-11-06T18:53:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,11,Simultaneous Flaring From Ar 3883 As Well.,2024,Qtr 4,November,7,S10E90,2024
13889,2024,Qtr 4,November,7,M1.1,2024,Qtr 4,November,6,6,2024,Qtr 4,November,7,2024-11-06T22:43:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S10E90,2024
13889,2024,Qtr 4,November,7,M1.1,2024,Qtr 4,November,6,6,2024,Qtr 4,November,7,2024-11-06T23:10:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,11,Simultaneous Flaring From Ar 3889 On E Limb And Ar 3878.,2024,Qtr 4,November,7,S10E90,2024
13889,2024,Qtr 4,November,7,M1.2,2024,Qtr 4,November,6,6,2024,Qtr 4,November,7,2024-11-06T23:24:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S10E90,2024
13889,2024,Qtr 4,November,7,M1.3,2024,Qtr 4,November,6,6,2024,Qtr 4,November,7,2024-11-06T20:35:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S10E90,2024
13883,2024,Qtr 4,November,7,M1.3,2024,Qtr 4,November,7,7,2024,Qtr 4,November,7,2024-11-07T07:20:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S09E05,2024
13889,2024,Qtr 4,November,7,M1.4,2024,Qtr 4,November,7,7,2024,Qtr 4,November,7,2024-11-07T11:53:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S08E78,2024
13883,2024,Qtr 4,November,7,M1.6,2024,Qtr 4,November,6,6,2024,Qtr 4,November,7,2024-11-06T23:42:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,11,Simultaneous Flaring From Ar 3883 And Ar 3889 On The E Limb.,2024,Qtr 4,November,7,S06E08,2024
13889,2024,Qtr 4,November,7,M1.6,2024,Qtr 4,November,7,7,2024,Qtr 4,November,7,2024-11-07T07:36:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S11E85,2024
13883,2024,Qtr 4,November,7,M2.3,2024,Qtr 4,November,7,7,2024,Qtr 4,November,7,2024-11-07T14:49:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S08W03,2024
13889,2024,Qtr 4,November,7,M2.5,2024,Qtr 4,November,7,7,2024,Qtr 4,November,7,2024-11-07T01:15:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S10E90,2024
13883,2024,Qtr 4,November,7,M2.5,2024,Qtr 4,November,7,7,2024,Qtr 4,November,7,2024-11-07T03:52:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S07E04,2024
13889,2024,Qtr 4,November,7,M2.7,2024,Qtr 4,November,7,7,2024,Qtr 4,November,7,2024-11-07T07:46:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,7,S11E85,2024
13883,2024,Qtr 4,November,8,M1.5,2024,Qtr 4,November,8,8,2024,Qtr 4,November,8,2024-11-08T02:53:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,8,S06W07,2024
13889,2024,Qtr 4,November,10,C6.7,2024,Qtr 4,November,10,10,2024,Qtr 4,November,10,2024-11-10T15:51:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,10,S10E30,2024
13889,2024,Qtr 4,November,10,M1.2,2024,Qtr 4,November,9,9,2024,Qtr 4,November,10,2024-11-09T20:44:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,10,S10E37,2024
13889,2024,Qtr 4,November,10,M4.2,2024,Qtr 4,November,10,10,2024,Qtr 4,November,10,2024-11-10T00:04:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,10,S07E34,2024
13889,2024,Qtr 4,November,10,M9.4,2024,Qtr 4,November,10,10,2024,Qtr 4,November,10,2024-11-10T11:51:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,10,S10E27,2024
13881,2024,Qtr 4,November,11,C8.4,2024,Qtr 4,November,10,10,2024,Qtr 4,November,11,2024-11-10T22:31:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,11,S09W98,2024
13889,2024,Qtr 4,November,11,M1.1,2024,Qtr 4,November,11,11,2024,Qtr 4,November,11,2024-11-11T05:07:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,11,S08E19,2024
13889,2024,Qtr 4,November,11,M1.4,2024,Qtr 4,November,11,11,2024,Qtr 4,November,11,2024-11-11T05:36:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,11,S08E17,2024
13889,2024,Qtr 4,November,11,M4.9,2024,Qtr 4,November,10,10,2024,Qtr 4,November,11,2024-11-10T20:09:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,11,S12E35,2024
0,2024,Qtr 4,November,12,C8.2,2024,Qtr 4,November,12,12,2024,Qtr 4,November,12,2024-11-12T12:47:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,12,N15W90,2024
13889,2024,Qtr 4,November,13,M1.0,2024,Qtr 4,November,13,13,2024,Qtr 4,November,13,2024-11-13T00:11:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,11,Flare Occurs Centered Between Active Regions 13889 And 13892.,2024,Qtr 4,November,13,S12E02,2024
13889,2024,Qtr 4,November,13,M1.7,2024,Qtr 4,November,13,13,2024,Qtr 4,November,13,2024-11-13T16:57:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,13,S09W10,2024
13893,2024,Qtr 4,November,15,M1.0,2024,Qtr 4,November,15,15,2024,Qtr 4,November,15,2024-11-15T12:05:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,15,S20E43,2024
13893,2024,Qtr 4,November,15,M1.1,2024,Qtr 4,November,15,15,2024,Qtr 4,November,15,2024-11-15T01:38:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,15,S19E47,2024
13892,2024,Qtr 4,November,16,M1.6,2024,Qtr 4,November,16,16,2024,Qtr 4,November,16,2024-11-16T01:26:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,11,Ar 3889 (S10W39) Was In Close Proximity To Ar 3892 (S10W35) And Maybe Also Have Been The Source Of This Flare.,2024,Qtr 4,November,16,S10W35,2024
0,2024,Qtr 4,November,17,C5.3,2024,Qtr 4,November,17,17,2024,Qtr 4,November,17,2024-11-17T10:38:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,17,S10E95,2024
13901,2024,Qtr 4,November,18,M1.0,2024,Qtr 4,November,18,18,2024,Qtr 4,November,18,2024-11-18T05:13:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,18,S08E80,2024
13901,2024,Qtr 4,November,18,M1.2,2024,Qtr 4,November,18,18,2024,Qtr 4,November,18,2024-11-18T07:54:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,18,S08E79,2024
13897,2024,Qtr 4,November,18,M1.5,2024,Qtr 4,November,18,18,2024,Qtr 4,November,18,2024-11-18T11:19:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,18,S11W56,2024
13897,2024,Qtr 4,November,18,M1.6,2024,Qtr 4,November,18,18,2024,Qtr 4,November,18,2024-11-18T11:06:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,18,S12W55,2024
13901,2024,Qtr 4,November,18,M1.7,2024,Qtr 4,November,18,18,2024,Qtr 4,November,18,2024-11-18T07:25:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,18,S08E79,2024
13901,2024,Qtr 4,November,18,M1.8,2024,Qtr 4,November,18,18,2024,Qtr 4,November,18,2024-11-18T17:43:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,18,S08E71,2024
13901,2024,Qtr 4,November,18,M2.5,2024,Qtr 4,November,18,18,2024,Qtr 4,November,18,2024-11-18T10:41:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,11,"Majority Of Brightening Visible In Sdo Aia 131 Is From Ar 3901; However, There Is Simultaneous Flaring From Ar 3897 (S12W55) And Ar 3889 (S09W77).",2024,Qtr 4,November,18,S08E78,2024
13901,2024,Qtr 4,November,18,M3.7,2024,Qtr 4,November,18,18,2024,Qtr 4,November,18,2024-11-18T12:42:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,18,S08E73,2024
13889,2024,Qtr 4,November,19,M1.1,2024,Qtr 4,November,18,18,2024,Qtr 4,November,19,2024-11-18T20:48:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,11,"Based On Sdo Aia 131 Imagery, There Is Brightening From Both Ar 3889 (S11W88) And Ar 3901 (S10E74).",2024,Qtr 4,November,19,S11W88,2024
13889,2024,Qtr 4,November,19,M1.1,2024,Qtr 4,November,18,18,2024,Qtr 4,November,19,2024-11-18T23:50:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,19,S11W88,2024
13901,2024,Qtr 4,November,19,M2.0,2024,Qtr 4,November,18,18,2024,Qtr 4,November,19,2024-11-18T18:45:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,19,S10E74,2024
13897,2024,Qtr 4,November,21,M1.1,2024,Qtr 4,November,20,20,2024,Qtr 4,November,21,2024-11-20T19:11:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,21,S08W89,2024
13905,2024,Qtr 4,November,22,M1.6,2024,Qtr 4,November,22,22,2024,Qtr 4,November,22,2024-11-22T15:42:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,22,S08E73,2024
13906,2024,Qtr 4,November,23,M1.0,2024,Qtr 4,November,22,22,2024,Qtr 4,November,23,2024-11-22T21:26:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,23,S18E74,2024
13901,2024,Qtr 4,November,23,M1.1,2024,Qtr 4,November,23,23,2024,Qtr 4,November,23,2024-11-23T15:54:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,23,S08E02,2024
13908,2024,Qtr 4,November,23,M1.1,2024,Qtr 4,November,23,23,2024,Qtr 4,November,24,2024-11-23T17:49:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,23,N15E80,2024
13893,2024,Qtr 4,November,24,C5.4,2024,Qtr 4,November,23,23,2024,Qtr 4,November,24,2024-11-23T19:01:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,24,S18W63,2024
13906,2024,Qtr 4,November,25,M1.0,2024,Qtr 4,November,25,25,2024,Qtr 4,November,25,2024-11-25T16:07:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,11,This Flare Is Between Ar 13906 And Ar 13905.,2024,Qtr 4,November,25,S14E32,2024
13910,2024,Qtr 4,November,25,M1.1,2024,Qtr 4,November,24,24,2024,Qtr 4,November,25,2024-11-24T20:11:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,11,This Flare Was Originally Observed From An Occulted Region Beyond The Northeast Limb Which Has Since Been Numbered As Active Region 13910.,2024,Qtr 4,November,25,N21E90,2024
13906,2024,Qtr 4,November,25,M1.1,2024,Qtr 4,November,25,25,2024,Qtr 4,November,25,2024-11-25T01:39:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,25,S13E46,2024
13910,2024,Qtr 4,November,25,M1.5,2024,Qtr 4,November,25,25,2024,Qtr 4,November,25,2024-11-25T16:58:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,11,This Flare Was Originally Observed From An Occulted Region Beyond The Northeast Limb Which Has Since Been Numbered As Active Region 13910.,2024,Qtr 4,November,25,N20E90,2024
13906,2024,Qtr 4,November,25,M1.8,2024,Qtr 4,November,25,25,2024,Qtr 4,November,25,2024-11-25T04:39:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,25,S16E45,2024
13906,2024,Qtr 4,November,25,M2.0,2024,Qtr 4,November,25,25,2024,Qtr 4,November,25,2024-11-25T12:01:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,11,Simultaneous Flaring Is Also Observed From Active Region 13095.,2024,Qtr 4,November,25,S16E40,2024
13910,2024,Qtr 4,November,25,M9.4,2024,Qtr 4,November,25,25,2024,Qtr 4,November,25,2024-11-25T07:24:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,11,This Flare Was Originally Observed From An Occulted Region Beyond The Northeast Limb Which Has Since Been Numbered As Active Region 13910.,2024,Qtr 4,November,25,N20E90,2024
13906,2024,Qtr 4,November,26,M1.1,2024,Qtr 4,November,25,25,2024,Qtr 4,November,26,2024-11-25T21:33:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,26,S18E36,2024
13901,2024,Qtr 4,November,26,M1.9,2024,Qtr 4,November,25,25,2024,Qtr 4,November,26,2024-11-25T20:24:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,26,S12W25,2024
0,2024,Qtr 4,November,27,C3.5,2024,Qtr 4,November,27,27,2024,Qtr 4,November,27,2024-11-27T02:21:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,11,No Numbered Active Region At The Location Of This Flare As Seen In Goes Suvi 131. Some Simultaneous Brightening From Ar 13807 (S22W30). There Is No Simultaneous Brightening Seen At Ar 13901 (S10W50). Brightening Observed In Goes Suvi 131; Outage In Sdo Affecting Timestamps Starting At About 2024-11-26T23:52Z.,2024,Qtr 4,November,27,S20W75,2024
13901,2024,Qtr 4,November,27,M1.0,2024,Qtr 4,November,27,27,2024,Qtr 4,November,27,2024-11-27T12:27:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,11,No Note,2024,Qtr 4,November,27,S05W50,2024
13917,2024,Qtr 4,December,4,M2.3,2024,Qtr 4,December,4,4,2024,Qtr 4,December,4,2024-12-04T09:52:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,12,This Flare Was Observed From An Active Region That Was Unnumbered At The Time Of The Event But Has Since Been Numbered As Active Region 13917.,2024,Qtr 4,December,4,S09E90,2024
13917,2024,Qtr 4,December,5,M1.0,2024,Qtr 4,December,5,5,2024,Qtr 4,December,5,2024-12-05T06:56:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,5,S09E57,2024
13906,2024,Qtr 4,December,5,M1.1,2024,Qtr 4,December,5,5,2024,Qtr 4,December,5,2024-12-05T08:12:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,5,S17W90,2024
13916,2024,Qtr 4,December,5,M1.3,2024,Qtr 4,December,4,4,2024,Qtr 4,December,5,2024-12-04T20:31:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,12,Sympathetic Flaring Was Also Observed From An Unnumbered Active Region Northeast Of Active Region 13916.,2024,Qtr 4,December,5,S16E56,2024
13917,2024,Qtr 4,December,5,M1.4,2024,Qtr 4,December,4,4,2024,Qtr 4,December,5,2024-12-04T20:57:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,12,This Flare Was Observed From An Active Region That Was Unnumbered At The Time Of The Event But Has Since Been Numbered As Active Region 13917.,2024,Qtr 4,December,5,S06E71,2024
13906,2024,Qtr 4,December,5,M2.5,2024,Qtr 4,December,5,5,2024,Qtr 4,December,5,2024-12-05T10:32:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,5,S17W90,2024
13917,2024,Qtr 4,December,6,M1.4,2024,Qtr 4,December,6,6,2024,Qtr 4,December,6,2024-12-06T09:06:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,12,"Goes X-Ray Flux Has Three ""Bumps"" In The M-Class Flaring Range Included In This Time-Frame. After Close Inspection Of The Goes Suvi 131 Imagery, It Appears This Flaring Is All From The Same Active Region In Close Succession. The Initial Peak Of M1.2 Occurs At 2024-12-06T09:20Z With An Additional Increase In X-Ray Flux To M1.4 After A Small Deviation In Flux.",2024,Qtr 4,December,6,S08E47,2024
13917,2024,Qtr 4,December,7,M2.3,2024,Qtr 4,December,7,7,2024,Qtr 4,December,7,2024-12-07T13:00:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,7,S07E32,2024
13912,2024,Qtr 4,December,8,M1.5,2024,Qtr 4,December,8,8,2024,Qtr 4,December,8,2024-12-08T16:00:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,8,S07W56,2024
13917,2024,Qtr 4,December,8,M3.2,2024,Qtr 4,December,7,7,2024,Qtr 4,December,8,2024-12-07T21:53:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,12,Overlapping With The Simultaneous Flare From Behind The Nw Limb.,2024,Qtr 4,December,8,S08E25,2024
13912,2024,Qtr 4,December,8,X2.2,2024,Qtr 4,December,8,8,2024,Qtr 4,December,8,2024-12-08T08:50:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,8,S07W52,2024
13920,2024,Qtr 4,December,10,C2.8,2024,Qtr 4,December,10,10,2024,Qtr 4,December,10,2024-12-10T14:36:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,10,N22E27,2024
13922,2024,Qtr 4,December,10,C9.7,2024,Qtr 4,December,10,10,2024,Qtr 4,December,10,2024-12-10T03:12:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,10,S18E77,2024
13922,2024,Qtr 4,December,10,M1.4,2024,Qtr 4,December,10,10,2024,Qtr 4,December,10,2024-12-10T07:03:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,12,Accompanied By Sympathetic Flaring From The West Limb.,2024,Qtr 4,December,10,S18E72,2024
13922,2024,Qtr 4,December,10,M1.5,2024,Qtr 4,December,10,10,2024,Qtr 4,December,10,2024-12-10T10:55:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,10,S18E72,2024
13922,2024,Qtr 4,December,10,M1.6,2024,Qtr 4,December,10,10,2024,Qtr 4,December,10,2024-12-10T17:54:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,10,S18E70,2024
13922,2024,Qtr 4,December,10,M6.4,2024,Qtr 4,December,10,10,2024,Qtr 4,December,10,2024-12-10T06:36:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,10,S18E72,2024
13920,2024,Qtr 4,December,11,C2.7,2024,Qtr 4,December,11,11,2024,Qtr 4,December,11,2024-12-11T06:55:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,11,N22E21,2024
13922,2024,Qtr 4,December,11,M1.9,2024,Qtr 4,December,11,11,2024,Qtr 4,December,11,2024-12-11T05:54:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,11,S17E55,2024
13920,2024,Qtr 4,December,11,M2.7,2024,Qtr 4,December,11,11,2024,Qtr 4,December,11,2024-12-11T10:03:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,11,N19E16,2024
13912,2024,Qtr 4,December,11,M6.7,2024,Qtr 4,December,11,11,2024,Qtr 4,December,11,2024-12-11T15:32:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,12,This Occulted Flare Was Observed Near Or Slightly Beyond The West Limb And Is Likely Associated With Former Active Region 13912 Which Rotated Off The Earth-Facing Disk On 2024-12-11.,2024,Qtr 4,December,11,S10W90,2024
13922,2024,Qtr 4,December,12,M2.2,2024,Qtr 4,December,12,12,2024,Qtr 4,December,12,2024-12-12T17:31:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,12,S18E38,2024
13916,2024,Qtr 4,December,13,C2.1,2024,Qtr 4,December,13,13,2024,Qtr 4,December,13,2024-12-13T02:21:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,12,"This Flare Is Double Peaked, And Directly Precedes A C2.2 Flare With Start Time: 2024-12-13T02:24Z, Peak Time: 2024-12-13T02:39Z, End Time: 2024-12-13T02:43Z. This Initial C2.1 Flare Is Believed To Be Linked To The Associated Cme.",2024,Qtr 4,December,13,S15W55,2024
13922,2024,Qtr 4,December,13,M1.0,2024,Qtr 4,December,13,13,2024,Qtr 4,December,13,2024-12-13T03:11:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,13,S18E37,2024
13922,2024,Qtr 4,December,13,M1.0,2024,Qtr 4,December,13,13,2024,Qtr 4,December,13,2024-12-13T14:15:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,13,S18E27,2024
13922,2024,Qtr 4,December,13,M1.6,2024,Qtr 4,December,12,12,2024,Qtr 4,December,13,2024-12-12T20:58:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,13,S18E35,2024
13917,2024,Qtr 4,December,13,M2.0,2024,Qtr 4,December,13,13,2024,Qtr 4,December,13,2024-12-13T11:13:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,13,S08W47,2024
13916,2024,Qtr 4,December,14,C3.7,2024,Qtr 4,December,14,14,2024,Qtr 4,December,14,2024-12-14T06:20:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,14,S15W69,2024
13916,2024,Qtr 4,December,15,C7.2,2024,Qtr 4,December,15,15,2024,Qtr 4,December,15,2024-12-15T09:27:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,12,This Ar Decayed Into A Plage By The Time Of The Flaring Activity.,2024,Qtr 4,December,15,S15W85,2024
13920,2024,Qtr 4,December,16,M3.1,2024,Qtr 4,December,15,15,2024,Qtr 4,December,16,2024-12-15T20:15:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,16,N22W40,2024
13924,2024,Qtr 4,December,19,M1.6,2024,Qtr 4,December,19,19,2024,Qtr 4,December,19,2024-12-19T10:21:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,19,S20W75,2024
13928,2024,Qtr 4,December,19,M3.8,2024,Qtr 4,December,19,19,2024,Qtr 4,December,19,2024-12-19T15:27:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,19,S14E68,2024
13932,2024,Qtr 4,December,20,C9.4,2024,Qtr 4,December,20,20,2024,Qtr 4,December,20,2024-12-20T10:03:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,20,S18E75,2024
13928,2024,Qtr 4,December,20,M1.7,2024,Qtr 4,December,19,19,2024,Qtr 4,December,20,2024-12-19T18:56:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,20,S14E75,2024
13924,2024,Qtr 4,December,20,M2.1,2024,Qtr 4,December,20,20,2024,Qtr 4,December,20,2024-12-20T07:20:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,12,No Note,2024,Qtr 4,December,20,S20W86,2024
